1,University of Oxford,98.5,United Kingdom,21750,10.9,"Geography,Chemistry,Chemical Engineering,Biological Sciences,General Engineering,Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Law,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Physics & Astronomy,Psychology,Other Health,Archaeology,Sociology,Civil Engineering,Education"
501–600,Carleton University,41.9–45.3,Canada,29656,29.4,"Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Agriculture & Forestry,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Chemistry,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Geography,Veterinary Science,Economics & Econometrics,Biological Sciences,Sport Science,Art, Performing Arts & Design,General Engineering,Psychology,Accounting & Finance,Physics & Astronomy,Archaeology,Sociology,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering"
501–600,Central Queensland University,41.9–45.3,Australia,12874,25.6,"Computer Science,Accounting & Finance,Education,Physics & Astronomy,Biological Sciences,Art, Performing Arts & Design,Psychology,Medicine & Dentistry,Chemical Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Agriculture & Forestry,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Civil Engineering,Business & Management,Economics & Econometrics,General Engineering,Sport Science,Law,Chemistry,Other Health,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences"
501–600,"China University of Petroleum, Beijing",41.9–45.3,China,18061,18.6,"Economics & Econometrics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Computer Science,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering"
501–600,Complutense University of Madrid,41.9–45.3,Spain,59814,11.8,"Veterinary Science,Education,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Communication & Media Studies,Computer Science,Physics & Astronomy,Archaeology,Politics & International Studies (incl Development Studies),Psychology,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Chemical Engineering,Law,History, Philosophy & Theology,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics"
501–600,Concordia University,41.9–45.3,Canada,36749,34.6,"History, Philosophy & Theology,Art, Performing Arts & Design,Chemical Engineering,Psychology,Chemistry,Economics & Econometrics,Civil Engineering,Accounting & Finance,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Sport Science,Education,Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,General Engineering,Communication & Media Studies,Physics & Astronomy"
501–600,University of Côte d’Azur,41.9–45.3,France,33024,20.5,"Sociology,Chemistry,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Art, Performing Arts & Design,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Psychology,Archaeology,Education,Physics & Astronomy,Sport Science,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Law,Communication & Media Studies,Agriculture & Forestry,Mechanical & Aerospace Engineering,Medicine & Dentistry,Other Health,Veterinary Science,Geography,Business & Management,Chemical Engineering,Architecture"
501–600,University of Crete,41.9–45.3,Greece,14119,26.5,"Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Economics & Econometrics,Physics & Astronomy,Other Health,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sociology,Computer Science,Mathematics & Statistics,Psychology,Biological Sciences,Education,Archaeology,Chemistry"
501–600,University of Cyprus,41.9–45.3,Cyprus,6907,20,"Civil Engineering,Economics & Econometrics,Architecture,Chemistry,Law,History, Philosophy & Theology,Mathematics & Statistics,Archaeology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Communication & Media Studies,General Engineering,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Biological Sciences,Psychology"
501–600,University of Denver,41.9–45.3,United States,10367,13.6,"Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,General Engineering,Geography,Biological Sciences,Other Health,Sociology,History, Philosophy & Theology,Physics & Astronomy,Law,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Mathematics & Statistics,Economics & Econometrics,Chemistry,Business & Management,Sport Science,Accounting & Finance,Communication & Media Studies"
501–600,Donghua University,41.9–45.3,China,23099,14.7,"Mechanical & Aerospace Engineering,Architecture,Art, Performing Arts & Design,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemical Engineering,Civil Engineering,Physics & Astronomy,Chemistry,Mathematics & Statistics"
501–600,University of Eastern Finland,41.9–45.3,Finland,12237,18.5,"Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Geography,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,General Engineering,Sociology,Biological Sciences,Psychology,Computer Science,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Law,Mathematics & Statistics,Business & Management"
501–600,Edinburgh Napier University,41.9–45.3,United Kingdom,12415,22.4,"Electrical & Electronic Engineering,Psychology,Business & Management,Accounting & Finance,Sociology,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Law,Languages, Literature & Linguistics,Sport Science,Civil Engineering,Biological Sciences"
501–600,ENSTA Bretagne,41.9–45.3,France,652,8.6,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering"
501–600,University of Ferrara,41.9–45.3,Italy,23010,34.8,"Computer Science,Communication & Media Studies,Civil Engineering,Education,Medicine & Dentistry,Physics & Astronomy,Sport Science,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Law,Biological Sciences,Business & Management,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Architecture,Archaeology,Mathematics & Statistics"
501–600,University of Granada,41.9–45.3,Spain,55523,14.7,"History, Philosophy & Theology,Civil Engineering,Sociology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Psychology,Architecture,Sport Science,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Biological Sciences,Law,Other Health,Geography,Electrical & Electronic Engineering,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Physics & Astronomy"
501–600,University of Graz,41.9–45.3,Austria,12830,12.6,"Architecture,Communication & Media Studies,Business & Management,History, Philosophy & Theology,Mathematics & Statistics,Archaeology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Physics & Astronomy,Art, Performing Arts & Design,Sport Science,Education,Languages, Literature & Linguistics,Other Health,Law,Biological Sciences,Sociology,Psychology,Computer Science,Economics & Econometrics,Chemistry"
501–600,Graz University of Technology,41.9–45.3,Austria,6660,8.2,"General Engineering,Physics & Astronomy,Chemistry,Business & Management,Architecture,Mathematics & Statistics,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering"
501–600,University of Greenwich,41.9–45.3,United Kingdom,17095,21.8,"Computer Science,Education,Accounting & Finance,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Architecture,Law,Chemistry,Chemical Engineering,Civil Engineering,Biological Sciences,Sociology,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Other Health,Psychology,Communication & Media Studies,Economics & Econometrics,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design"
501–600,Hamburg University of Technology,41.9–45.3,Germany,4246,26.4,"Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Mathematics & Statistics,Computer Science,Civil Engineering,Chemical Engineering,General Engineering"
501–600,University of Houston,41.9–45.3,United States,47963,26.3,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Biological Sciences,Education,Computer Science,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Sociology,Civil Engineering,Law,Other Health,Physics & Astronomy,Economics & Econometrics,Medicine & Dentistry,Chemistry,Accounting & Finance,General Engineering,Communication & Media Studies,Psychology"
501–600,University of Huddersfield,41.9–45.3,United Kingdom,14270,19.8,"Sociology,Chemistry,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Civil Engineering,Education,Sport Science,Geography,Economics & Econometrics,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,History, Philosophy & Theology,Psychology,Business & Management,Physics & Astronomy,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Law,Other Health"
501–600,University of Iceland,41.9–45.3,Iceland,9899,17,"Archaeology,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Geography,Medicine & Dentistry,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Biological Sciences,Law,Other Health,Sport Science,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemistry,Accounting & Finance,Psychology,Economics & Econometrics"
501–600,Istanbul Technical University,41.9–45.3,Turkey,19055,25.8,"Other Health,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Civil Engineering,Business & Management,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,Architecture,Mathematics & Statistics,General Engineering,Chemistry,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences"
501–600,Jamia Millia Islamia,41.9–45.3,India,10235,11.2,"Architecture,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Economics & Econometrics,General Engineering,Civil Engineering,Sociology,History, Philosophy & Theology,Biological Sciences,Psychology,Medicine & Dentistry,Sport Science,Accounting & Finance,Computer Science,Physics & Astronomy,Law,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography"
501–600,Jinan University,41.9–45.3,China,37555,15,"Other Health,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Computer Science,Art, Performing Arts & Design,Sociology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Education,Biological Sciences,Architecture,Psychology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Law,Mathematics & Statistics,General Engineering,Chemical Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Chemistry,History, Philosophy & Theology,Economics & Econometrics,Business & Management,Sport Science,Agriculture & Forestry,Languages, Literature & Linguistics"
501–600,Keele University,41.9–45.3,United Kingdom,9610,15.8,"Geography,Accounting & Finance,Chemistry,Medicine & Dentistry,Education,Physics & Astronomy,Languages, Literature & Linguistics,Economics & Econometrics,Biological Sciences,Law,Sociology,Veterinary Science,Business & Management,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Other Health"
501–600,King Khalid University,41.9–45.3,Saudi Arabia,32078,8.3,"Archaeology,Mechanical & Aerospace Engineering,Psychology,Education,Other Health,Architecture,Business & Management,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Law,Computer Science,History, Philosophy & Theology,Geography,Accounting & Finance,Civil Engineering,General Engineering,Agriculture & Forestry,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design"
501–600,University of Klagenfurt,41.9–45.3,Austria,3479,10,"Mathematics & Statistics,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Psychology,History, Philosophy & Theology,Law,Economics & Econometrics,Computer Science,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering"
501–600,University of KwaZulu-Natal,41.9–45.3,South Africa,33039,27.6,"Art, Performing Arts & Design,Chemical Engineering,Law,Computer Science,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Education,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Architecture,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Psychology,Other Health,Chemistry,Economics & Econometrics"
501–600,Kyungpook National University,41.9–45.3,South Korea,18432,20.1,"Architecture,Computer Science,Physics & Astronomy,General Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Economics & Econometrics,Veterinary Science,Sociology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Archaeology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Psychology,Mathematics & Statistics,Other Health,Education"
501–600,Lebanese American University,41.9–45.3,Lebanon,7100,10.1,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Psychology,Medicine & Dentistry,Chemical Engineering,General Engineering,Biological Sciences,Civil Engineering,Chemistry,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Business & Management,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Computer Science"
501–600,Leuphana University of Lüneburg,41.9–45.3,Germany,7773,22.5,"Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Psychology,Economics & Econometrics,Communication & Media Studies,Education,Accounting & Finance,Law"
501–600,University of Lincoln,41.9–45.3,United Kingdom,15020,16.1,"General Engineering,Business & Management,Mathematics & Statistics,Civil Engineering,Other Health,Agriculture & Forestry,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Veterinary Science,Art, Performing Arts & Design,Geography,Chemistry,Physics & Astronomy,Psychology,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Sport Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,History, Philosophy & Theology,Education,Economics & Econometrics,Sociology,Biological Sciences"
501–600,Liverpool John Moores University,41.9–45.3,United Kingdom,23200,18.1,"History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Psychology,Geography,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Chemistry,Sport Science,Biological Sciences,Physics & Astronomy,Sociology,Civil Engineering,Education,Law,Accounting & Finance,Computer Science"
501–600,Mahatma Gandhi University,41.9–45.3,India,2045,20.5,"Education,Other Health,Biological Sciences,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Law,Physics & Astronomy,Business & Management,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Psychology,History, Philosophy & Theology"
501–600,Manchester Metropolitan University,41.9–45.3,United Kingdom,30985,17.4,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Sport Science,Chemistry,Law,Other Health,Mathematics & Statistics,Geography,Art, Performing Arts & Design,Architecture,Business & Management,Biological Sciences,Communication & Media Studies,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Computer Science,Psychology"
501–600,Massey University,41.9–45.3,New Zealand,17883,17.4,"Sport Science,Other Health,Architecture,Chemistry,Mechanical & Aerospace Engineering,Veterinary Science,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Biological Sciences,Business & Management,History, Philosophy & Theology,Civil Engineering,Chemical Engineering,Agriculture & Forestry,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Geography,Archaeology,Sociology,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Education,Psychology,Communication & Media Studies"
501–600,Memorial University of Newfoundland,41.9–45.3,Canada,16318,15.1,"Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Psychology,Art, Performing Arts & Design,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Chemical Engineering,Geography,Medicine & Dentistry,Biological Sciences,Education,Electrical & Electronic Engineering,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Sociology,Business & Management,Other Health,Physics & Astronomy"
501–600,University of Messina,41.9–45.3,Italy,13509,21.1,"Electrical & Electronic Engineering,Chemistry,Business & Management,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Veterinary Science,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Other Health,Mathematics & Statistics,Education,Medicine & Dentistry,Sport Science,Biological Sciences,Psychology,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Law"
501–600,Middlesex University,41.9–45.3,United Kingdom,15545,18.3,"General Engineering,Law,Education,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Art, Performing Arts & Design,Biological Sciences,Other Health,Chemistry,Architecture,Communication & Media Studies,Mathematics & Statistics,Psychology,Sport Science,Accounting & Finance,Veterinary Science,Business & Management"
501–600,University of Mons,41.9–45.3,Belgium,8132,28.1,"Architecture,Chemistry,Computer Science,Mathematics & Statistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Education,Mechanical & Aerospace Engineering,Psychology,Chemical Engineering,Business & Management,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Sociology,General Engineering,Law"
501–600,Nantes Université,41.9–45.3,France,36654,24.5,"General Engineering,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Business & Management,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Education,History, Philosophy & Theology,Chemical Engineering,Geography,Computer Science,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Archaeology,Physics & Astronomy,Psychology,Medicine & Dentistry,Civil Engineering,Law,Art, Performing Arts & Design,Biological Sciences,Sociology"
501–600,National Cheng Kung University (NCKU),41.9–45.3,Taiwan,20971,15.9,"Computer Science,Mechanical & Aerospace Engineering,Architecture,Other Health,Sport Science,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Physics & Astronomy,Education,History, Philosophy & Theology,Biological Sciences,Psychology,Art, Performing Arts & Design,Chemistry,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Archaeology,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Civil Engineering,Chemical Engineering,Accounting & Finance"
501–600,National and Kapodistrian University of Athens,41.9–45.3,Greece,67934,34,"Biological Sciences,Business & Management,Education,Agriculture & Forestry,Languages, Literature & Linguistics,Architecture,Psychology,Physics & Astronomy,Geography,Medicine & Dentistry,Law,History, Philosophy & Theology,Communication & Media Studies,Sport Science,Archaeology,Veterinary Science,Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Other Health,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Mathematics & Statistics"
501–600,National Taiwan Normal University,41.9–45.3,Taiwan,10878,12.3,"Computer Science,Geography,Biological Sciences,Business & Management,Education,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Sport Science,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Other Health,History, Philosophy & Theology,Sociology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences"
501–600,National Yunlin University of Science and Technology,41.9–45.3,Taiwan,9151,21.5,"Art, Performing Arts & Design,Law,Sport Science,Computer Science,Business & Management,Architecture,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Education,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering"
501–600,Nazarbayev University,41.9–45.3,Kazakhstan,5847,13.9,"Electrical & Electronic Engineering,History, Philosophy & Theology,Biological Sciences,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Computer Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Business & Management,Economics & Econometrics,Chemistry,Communication & Media Studies,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Civil Engineering"
501–600,University of Nebraska Medical Center,41.9–45.3,United States,3318,2,"Psychology,Other Health,Medicine & Dentistry,Education,Biological Sciences"
501–600,University of Nicosia,41.9–45.3,Cyprus,4754,13,"Architecture,Psychology,Art, Performing Arts & Design,Law,Veterinary Science,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Computer Science,Sociology,Medicine & Dentistry,Education,Other Health,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,History, Philosophy & Theology,Accounting & Finance"
501–600,Northumbria University,41.9–45.3,United Kingdom,23815,16.1,"History, Philosophy & Theology,Other Health,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,Psychology,Politics & International Studies (incl Development Studies),Business & Management,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Communication & Media Studies,Computer Science,Sociology,Chemical Engineering,Economics & Econometrics,Geography,Civil Engineering,Architecture,Biological Sciences,Medicine & Dentistry,General Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy"
501–600,Nottingham Trent University,41.9–45.3,United Kingdom,32545,15.4,"Electrical & Electronic Engineering,Chemistry,Architecture,Mathematics & Statistics,Psychology,Other Health,Physics & Astronomy,Education,History, Philosophy & Theology,Biological Sciences,Geography,Accounting & Finance,Computer Science,Sport Science,Business & Management,Art, Performing Arts & Design,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,General Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Economics & Econometrics,Languages, Literature & Linguistics,Veterinary Science,Politics & International Studies (incl Development Studies)"
501–600,NOVA University of Lisbon,41.9–45.3,Portugal,22140,17.8,"Computer Science,Other Health,Economics & Econometrics,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Physics & Astronomy,Archaeology,Business & Management,Law,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Civil Engineering,Geography,Chemistry,Mathematics & Statistics,Communication & Media Studies,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Medicine & Dentistry"
501–600,Polytechnic University of Bari,41.9–45.3,Italy,10460,43,"General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering"
501–600,University of Pretoria,41.9–45.3,South Africa,37315,22.1,"Business & Management,Other Health,Accounting & Finance,Agriculture & Forestry,Education,Medicine & Dentistry,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Veterinary Science,Economics & Econometrics,Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Mechanical & Aerospace Engineering,General Engineering,Psychology,Chemical Engineering,Computer Science,Geography,Sociology,Physics & Astronomy,Biological Sciences,Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),Sport Science,Architecture,Languages, Literature & Linguistics"
501–600,Pusan National University,41.9–45.3,South Korea,17195,16.9,"General Engineering,Chemistry,Psychology,Medicine & Dentistry,Sport Science,Geography,Art, Performing Arts & Design,Other Health,Communication & Media Studies,Business & Management,Electrical & Electronic Engineering,Biological Sciences,Accounting & Finance,Computer Science,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Physics & Astronomy,Education,Architecture,Mathematics & Statistics,Law"
501–600,Universiti Putra Malaysia,41.9–45.3,Malaysia,19001,11.3,"Chemistry,Geography,Languages, Literature & Linguistics,Chemical Engineering,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Other Health,Sociology,Art, Performing Arts & Design,Archaeology,Veterinary Science,Electrical & Electronic Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Civil Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Medicine & Dentistry,Psychology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Sport Science,Education,Mathematics & Statistics,Computer Science,Physics & Astronomy"
501–600,Rovira i Virgili University,41.9–45.3,Spain,13656,13.3,"Biological Sciences,Psychology,Business & Management,Agriculture & Forestry,Education,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Architecture,Accounting & Finance,Medicine & Dentistry,Geography,Mechanical & Aerospace Engineering,Sport Science,Chemical Engineering,Languages, Literature & Linguistics,Law,Chemistry,Economics & Econometrics,Archaeology,Mathematics & Statistics,Computer Science"
501–600,Rush University,41.9–45.3,United States,2848,2.1,"Other Health,Biological Sciences,Medicine & Dentistry"
